chickID,index,label,start_time,end_time,duration_s,direction,frequency_range_Hz,frequency_slope_Hz_ms,frequency_slope_change_Hz_ms_ms,number_of_high_energy_frequency_bins_n
436,749,Contact,282.6739229,282.9931973,0.3192744,-130.847668,4116,20.16438462,0.021845333,7
436,750,Contact,283.1020408,283.4285714,0.3265306,-47.00387184,3453,14.04342857,0.030247385,6
436,751,Contact,283.5809524,283.8857143,0.3047619,-68.17576578,4293,10.08192308,0.016384,8
436,752,Contact,289.1900227,289.538322,0.3482993,-41.350977,4123,17.47673333,0.027792357,5
436,753,Contact,289.7052154,290.0535147,0.3482993,-56.01496864,3932,17.47626667,0.028086857,6
436,754,Contact,290.1768707,290.4816327,0.304762,-91.03639576,4116,19.84884615,0.016384583,7
436,755,Contact,290.6485261,291.0040816,0.3555555,-168.5873575,3932,13.1072,0.014043429,5
436,756,Contact,291.1927438,291.5773243,0.3845805,-75.68881937,4116,12.288,0.017476267,6
436,757,Contact,291.7297052,292.1287982,0.399093,-119.9999289,4300,19.27570588,0.024575563,6
436,758,Contact,292.9632653,293.3115646,0.3482993,-87.95441883,3939,17.4758,0.014043429,6
436,759,Contact,293.4204082,293.7904762,0.370068,-123.6694782,3939,13.1072,0.014043429,6
436,760,Contact,293.877551,294.2911565,0.4136055,-73.01837231,4300,19.27570588,0.016148375,6
436,761,Contact,294.3854875,294.7773243,0.3918368,-67.25666887,4116,20.48,0.030582533,5
436,762,Contact,294.922449,295.2707483,0.3482993,-57.97553994,4514,17.47773333,0.027764429,7
437,763,Pleasure,129.6602268,129.8155102,0.1552834,20.05883012,0,0,0,4
437,764,Pleasure,146.2465306,146.3945578,0.1480272,117.0957374,0,0,0,7
437,765,Pleasure,146.6340136,146.7776871,0.1436735,55.9177215,7,0.0415,5.12E-05,4
437,766,Pleasure,164.7920181,164.9327891,0.140771,135.7015487,7,0.001166667,4.98E-05,6
437,767,Pleasure,174.3818594,174.5414966,0.1596372,66.08398307,0,0,0,12
437,768,Pleasure,222.2497959,222.4282993,0.1785034,82.94275965,7,0.036571429,8.53E-05,10
437,769,Pleasure,275.2087075,275.3785034,0.1697959,30.37079177,0,0,0,5
437,770,Pleasure,275.6266667,275.8051701,0.1785034,108.597352,0,0,0,3
437,771,Pleasure,305.6587755,305.7980952,0.1393197,104.2029595,0,0,0,3
437,772,Pleasure,306.3684354,306.5208163,0.1523809,56.43709891,7,0.0415,5.12E-05,10
437,773,Pleasure,308.2187755,308.4103401,0.1915646,114.0688269,7,0.031125,1.00E-06,7
437,774,Pleasure,419.5033107,419.705034,0.2017233,93.27818592,14,0.03025,3.46E-05,5
437,775,Pleasure,431.1829478,431.3643537,0.1814059,58.30400021,0,0,0,7
437,776,Pleasure,431.4819048,431.6995918,0.217687,110.4140915,7,0.027666667,3.20E-05,10
437,777,Pleasure,431.9390476,432.1654422,0.2263946,148.2146704,7,0.027666667,3.20E-05,5
437,778,Pleasure,432.3439456,432.5529252,0.2089796,122.2139965,14,0.027666667,6.23E-05,11
437,779,Pleasure,432.8431746,433.0289342,0.1857596,102.3232431,14,0.06225,7.31E-05,7
437,780,Pleasure,433.162449,433.3061224,0.1436734,29.47472728,7,0.0415,5.12E-05,8
437,781,Pleasure,434.442449,434.6253061,0.1828571,66.01307414,7,0.035571429,4.15E-05,8
437,782,Pleasure,435.0171429,435.1869388,0.1697959,127.9322431,7,0.035571429,4.27E-05,6
437,783,Pleasure,435.4786395,435.6614966,0.1828571,164.0643174,7,0.035571429,4.27E-05,8
437,784,Pleasure,436.221678,436.3711565,0.1494785,69.63544508,0,0,0,7
437,785,Pleasure,439.2097959,439.3534694,0.1436735,138.5833536,748,10.798,0.0131072,9
437,786,Pleasure,490.498322,490.6797279,0.1814059,128.1884978,7,0.001,4.27E-05,6
437,787,Pleasure,491.3502041,491.4982313,0.1480272,117.4406604,7,0.0415,5.12E-05,2
437,788,Pleasure,491.6825397,491.8421769,0.1596372,136.8619846,0,0,0,3
437,789,Pleasure,492.4604082,492.5953742,0.134966,136.3193742,14,0.0996,6.40E-05,9
437,790,Pleasure,492.9131973,493.0829932,0.1697959,146.3743367,0,0,0,4
437,791,Pleasure,502.635102,502.8310204,0.1959184,151.4651491,7,0.031125,3.66E-05,7
437,792,Pleasure,502.9268027,503.1140136,0.1872109,53.66318621,7,0.031125,3.66E-05,10
437,793,Contact,454.5574603,454.7403175,0.1828572,18.55934231,7,0.036571429,4.38E-05,17
437,794,Contact,454.8208617,455.0646712,0.2438095,-50.60593415,3770,6.5543,0.014563556,9
437,795,Contact,455.2156009,455.3897506,0.1741497,1.972609239,14,0.038571429,8.77E-05,14
437,796,Contact,459.4996825,459.6419048,0.1422223,-48.71660089,7,0.042666667,0.0001024,9
437,797,Contact,459.9009524,460.1295238,0.2285714,-60.47944872,7,0.028444444,6.40E-05,7
437,798,Contact,461.4857143,461.6838095,0.1980952,15.0597609,7,0.031125,3.66E-05,7
437,799,Contact,462.3492063,462.5980952,0.2488889,-16.87655312,0,0,0,4
437,800,Contact,462.9536508,463.2177778,0.264127,-44.89793709,7,0.023272727,5.05E-05,9
437,801,Contact,464.7314286,465.0057143,0.2742857,-13.8771504,7,0.022636364,2.56E-05,5
437,802,Contact,469.1504762,469.3790476,0.2285714,-102.8700702,0,0,0,7
438,803,Pleasure,42.89160998,43.06575964,0.17414966,139.28438,7,0.001,4.27E-05,7
438,804,Pleasure,43.79863946,43.93650794,0.13786848,119.7104259,0,0,0,7
438,805,Pleasure,44.71292517,44.92335601,0.21043084,173.4113125,0,0,0,4
438,806,Pleasure,64.52244898,64.68498866,0.16253968,37.46307608,7,0.035571429,4.27E-05,8
438,807,Pleasure,64.80108844,64.99265306,0.19156462,142.1534162,50,0.00625,7.31E-05,9
438,808,Pleasure,65.27129252,65.46285714,0.19156462,93.40536239,14,0.06225,3.76E-05,4
438,809,Pleasure,66.69931973,66.87346939,0.17414966,126.655058,0,0,0,7
438,810,Pleasure,66.9170068,67.14340136,0.22639456,131.8201383,7,0.000777778,3.11E-05,8
438,811,Pleasure,77.92326531,78.11773243,0.19446712,121.9671659,14,0.03025,3.46E-05,7
438,812,Pleasure,79.06975057,79.22068027,0.1509297,130.6720312,7,0.001166667,5.12E-05,6
438,813,Pleasure,89.06594104,89.21687075,0.15092971,171.5459634,7,0.001166667,5.12E-05,9
438,814,Pleasure,92.24126984,92.43283447,0.19156463,91.83151836,7,0.000875,3.66E-05,7
438,815,Pleasure,92.48217687,92.63600907,0.1538322,106.9378067,57,0.0095,5.98E-05,10
438,816,Pleasure,92.87401361,93.04816327,0.17414966,62.10283031,50,0.078285714,5.10E-05,14
438,817,Pleasure,99.23918367,99.44380952,0.20462585,55.74691176,7,0.000875,3.66E-05,8
438,818,Pleasure,99.51782313,99.71809524,0.20027211,125.6686411,14,0.06225,0.000109714,7
438,819,Pleasure,125.9537415,126.0995918,0.1458503,145.0605375,7,0.0415,1.40E-06,5
438,820,Pleasure,126.1540136,126.2791837,0.1251701,164.7561704,7,0.0498,6.23E-05,7
438,821,Pleasure,159.1727891,159.3404082,0.1676191,221.9226007,7,0.035571429,4.27E-05,7
438,822,Pleasure,159.4078912,159.5591837,0.1512925,171.6817902,0,0,0,5
438,823,Pleasure,159.722449,159.8857143,0.1632653,125.7722393,0,0,0,6
438,824,Pleasure,160,160.1991837,0.1991837,190.6206966,7,0.032,7.31E-05,8
438,825,Pleasure,161.6359184,161.8481633,0.2122449,190.1188772,7,0.027666667,3.20E-05,5
438,826,Pleasure,164.5540136,164.6922449,0.1382313,147.647655,7,0.0014,6.40E-05,4
438,827,Pleasure,176.2829932,176.4571429,0.1741497,103.4532118,7,0.001,4.27E-05,6
438,828,Pleasure,310.6481633,310.7918367,0.1436734,191.4712485,0,0,0,4
438,829,Pleasure,311.1270748,311.3055782,0.1785034,251.3484001,7,0.035571429,4.27E-05,9
438,830,Pleasure,314.5229932,314.6710204,0.1480272,160.3384446,7,0.001166667,5.12E-05,15
438,831,Pleasure,317.8144218,317.9842177,0.1697959,166.7476409,0,0,0,10
438,832,Pleasure,319.9738776,320.1654422,0.1915646,130.1717841,7,0.000875,3.66E-05,7
438,833,Pleasure,320.3221769,320.5180952,0.1959183,88.48268819,14,0.00175,7.31E-05,6
438,834,Pleasure,320.6008163,320.7662585,0.1654422,65.3202574,14,0.071142857,8.42E-05,10
438,835,Pleasure,321.1580952,321.3540136,0.1959184,144.8191947,57,0.056875,4.27E-05,10
438,836,Pleasure,327.4492517,327.6364626,0.1872109,91.87075524,0,0,0,8
438,837,Pleasure,327.7888435,327.9455782,0.1567347,39.75659077,7,0.001166667,5.12E-05,6
438,838,Pleasure,328.3417687,328.5028571,0.1610884,136.7330959,3770,10.931,0.0262144,23
438,839,Pleasure,328.6117007,328.7771429,0.1654422,136.2073458,14,0.002,8.53E-05,10
438,840,Pleasure,334.7940136,334.9376871,0.1436735,141.2067404,7,0.001166667,5.12E-05,4
438,841,Pleasure,336.8533333,337.0231293,0.169796,121.8578009,7,0.035571429,4.15E-05,5
438,842,Pleasure,339.0258503,339.1651701,0.1393198,142.5692477,7,0.0415,5.12E-05,3
438,843,Contact,272.152381,272.4397279,0.2873469,38.39001129,0,0,0,9
438,844,Contact,272.4861678,272.7299773,0.2438095,-4.758777292,7,0.0256,5.69E-05,7
438,845,Contact,273.925805,274.1696145,0.2438095,-14.92624882,7,0.0256,2.92E-05,13
438,846,Contact,274.2131519,274.5106576,0.2975057,-18.45900947,7,0.000583333,2.33E-05,9
438,847,Contact,274.5527438,274.8836281,0.3308843,42.26109234,755,0.053928571,0.005041231,8
438,848,Contact,275.3015873,275.5744218,0.2728345,-2.354182836,7,0.000636364,2.56E-05,7
438,849,Contact,275.7151927,275.9981859,0.2829932,25.48394208,0,0,0,5
438,850,Contact,278.4478912,278.7323356,0.2844444,-71.68006883,748,0.062333333,6.80E-05,8
438,851,Contact,278.7671655,279.0806349,0.3134694,-94.31091485,354,10.08246154,0.010893167,10
438,852,Contact,280.6552381,280.9382313,0.2829932,-36.99475521,3305,10.92266667,0.017873455,10
438,853,Contact,281.0078912,281.2865306,0.2786394,-60.24921492,3298,10.92266667,0.011915636,9
438,854,Contact,281.347483,281.6290249,0.2815419,3.854379045,3305,10.92208333,0.017873455,6
438,855,Contact,281.6870748,282.0063492,0.3192744,13.98401341,3305,15.12315385,0.02184475,5
438,856,Contact,282.0440816,282.3430385,0.2989569,17.05086065,3298,10.92266667,0.017873455,8
438,857,Contact,283.3502041,283.6143311,0.264127,-56.76612963,4485,5.957818182,0.0065536,12
438,858,Contact,284.3167347,284.6360091,0.3192744,-54.07506809,3163,10.08246154,0.021845333,9
438,859,Contact,285.0394558,285.3732426,0.3337868,-53.22522577,3305,14.04292857,0.015123692,7
438,860,Contact,285.4748299,285.7737868,0.2989569,-98.00448316,4300,10.91791667,0.023462273,10
438,861,Contact,285.8405442,286.1627211,0.3221769,-33.32992983,3163,10.08192308,0.016383417,8
438,862,Contact,286.2410884,286.5632653,0.3221769,-55.65093969,4492,15.12369231,0.016384,7
438,863,Contact,286.6242177,286.9521995,0.3279818,-17.29299733,4485,9.362785714,0.020164923,8
438,864,Contact,287.3353288,287.6604082,0.3250794,-15.40968897,3615,9.362785714,0.019886846,8
438,865,Contact,288.1480272,288.5195465,0.3715193,-113.8127168,4485,12.2893125,0.017476267,8
438,866,Contact,289.6718367,289.9940136,0.3221769,-86.19233469,3170,10.08353846,0.02184475,6
438,867,Contact,290.3887528,290.6964172,0.3076644,11.92371166,3763,15.12369231,0.027306667,10
438,868,Contact,303.3919274,303.7344218,0.3424944,-60.97083686,3608,9.362285714,0.015124231,7
438,869,Contact,303.8621315,304.1697959,0.3076644,49.65267688,3305,10.08246154,0.021844167,6
438,870,Contact,308.1868481,308.5003175,0.3134694,-14.06174869,7,0.000538462,2.13E-05,8
438,871,Contact,308.5990023,308.9124717,0.3134694,-10.80384011,2896,15.12315385,0.016383417,7
438,872,Contact,308.9995465,309.3246259,0.3250794,-94.52724787,57,0.021857143,5.91E-05,8
438,873,Contact,345.8960544,346.1979138,0.3018594,-13.92864975,0,0,0,6
438,874,Contact,346.2675737,346.5926531,0.3250794,-34.00311947,14,0.036071429,3.88E-05,8
438,875,Contact,346.6710204,346.9931973,0.3221769,-50.97998613,3305,10.08192308,0.016384,12
438,876,Contact,347.8987755,348.2470748,0.3482993,-44.13930662,14,0.033666667,5.49E-05,6
438,877,Contact,349.328254,349.6170522,0.2887982,-23.33777955,7,0.000583333,2.33E-05,6
438,878,Contact,349.9885714,350.2788209,0.2902495,20.153544,7,0.021333333,2.39E-05,7
438,879,Contact,381.9218141,382.2294785,0.3076644,-66.00456336,7,0.019153846,2.13E-05,5
438,880,Contact,389.0677551,389.3696145,0.3018594,43.26665115,50,0.003846154,2.49E-05,7
438,881,Contact,389.4450794,389.7527438,0.3076644,1.090797001,3305,5.102076923,0.010922667,9
438,882,Contact,389.8107937,390.0952381,0.2844444,84.03910806,21,0.00175,4.65E-05,8
438,883,Contact,400.399093,400.6907937,0.2917007,19.72982609,7,0.042666667,9.18E-05,6
438,884,Contact,400.751746,401.0492517,0.2975057,-64.4004067,4300,16.384,0.023830636,7
438,885,Contact,401.0971429,401.4222222,0.3250793,-4.088126995,4492,18.72407143,0.020164923,9
438,886,Contact,401.5136508,401.8285714,0.3149206,-39.07947833,14,0.038307692,6.40E-05,8
438,887,Contact,412.7811338,413.0539683,0.2728345,-70.24868202,7,0.023909091,5.19E-05,8
438,888,Contact,413.4951474,413.8202268,0.3250794,-46.61518547,0,0,0,5
438,889,Contact,414.9289796,415.2714739,0.3424943,-52.6267576,0,0,0,6
438,890,Contact,419.5149206,419.8109751,0.2960545,-0.330870571,4693,10.92208333,0.017873455,6
438,891,Contact,422.5799546,422.8643991,0.2844445,-24.77922564,3446,16.09683333,0.023831273,8
438,892,Contact,422.916644,423.2185034,0.3018594,45.50517387,3770,14.84615385,0.021845333,6
438,893,Contact,423.2707483,423.6016327,0.3308844,-3.730124345,3939,9.362785714,0.020164923,5
438,894,Contact,423.6538776,423.9905669,0.3366893,-2.406695181,3770,9.362785714,0.015123692,6
438,895,Contact,424.3853061,424.7161905,0.3308844,-34.69679643,3770,9.362785714,0.020164923,7
438,896,Contact,424.7916553,425.1457596,0.3541043,-63.08120459,4492,13.1072,0.018724571,7
438,897,Contact,425.5056689,425.7843084,0.2786395,-3.604947109,3453,10.92325,0.011915636,9
439,898,Pleasure,117.0155102,117.12,0.1044898,37.90288367,0,0,0,9
439,899,Pleasure,117.5060317,117.642449,0.1364173,121.8839695,7,0.0512,0.000128,7
439,900,Pleasure,181.3638095,181.4857143,0.1219048,72.6723466,0,0,0,5
439,901,Pleasure,181.6888889,181.8209524,0.1320635,33.90992426,0,0,0,6
439,902,Pleasure,264.2793651,264.4244898,0.1451247,44.02380497,365,0.060833333,7.30E-05,8
439,903,Pleasure,266.1587302,266.2748299,0.1160997,98.27999135,7,0.0498,6.40E-05,5
439,904,Pleasure,266.4634921,266.6013605,0.1378684,68.58116904,0,0,0,13
439,905,Pleasure,279.7844898,279.9644444,0.1799546,66.45698238,354,18.72457143,0.021845333,17
439,906,Pleasure,280.3809524,280.5231746,0.1422222,68.19044771,7,0.0415,5.12E-05,11
439,907,Pleasure,280.8685714,281.0383673,0.1697959,64.03374576,0,0,0,3
439,908,Contact,407.847619,408.1269841,0.2793651,13.76498637,7,0.021333333,4.65E-05,8
439,909,Contact,408.2285714,408.4926984,0.264127,-2.463939013,0,0,0,6
439,910,Contact,408.5739683,408.8177778,0.2438095,43.04332578,0,0,0,4
439,911,Contact,416.3265306,416.5180952,0.1915646,-31.93358473,7,0.031125,3.56E-05,6
439,912,Contact,416.6465306,416.8279365,0.1814059,-41.76018553,0,0,0,9
439,913,Contact,416.9991837,417.2190476,0.2198639,-9.288319964,0,0,0,7
439,914,Contact,417.364898,417.5746032,0.2097052,-68.883118,7,0.027666667,3.11E-05,6
439,915,Contact,417.7110204,417.9301587,0.2191383,-2.22346156,0,0,0,5
439,916,Contact,418.031746,418.2603175,0.2285715,7.989744077,14,0.001555556,3.20E-05,9
439,917,Contact,418.4177778,418.6920635,0.2742857,9.528162302,14,0.045272727,2.63E-05,7
439,918,Contact,418.8190476,419.0222222,0.2031746,-21.85120576,7,0.000875,3.56E-05,5
439,919,Contact,419.1898413,419.4234921,0.2336508,-89.84898185,0,0,0,6
439,920,Contact,419.7384127,420.0126984,0.2742857,-32.2775308,7,0.023272727,5.12E-05,6
439,921,Contact,420.1295238,420.4088889,0.2793651,-12.58217917,7,0.02075,2.33E-05,4
439,922,Contact,420.6374603,420.8863492,0.2488889,37.97189699,0,0,0,4
439,923,Contact,430.5473016,430.7911111,0.2438095,-15.4339556,7,0.0256,5.69E-05,11
439,924,Contact,430.8622222,431.095873,0.2336508,28.95971518,7,0.0249,7.78E-07,7
439,925,Contact,431.1771429,431.4209524,0.2438095,-5.097545462,398,13.0674,0.014562,13
439,926,Contact,431.5428571,431.791746,0.2488889,-77.61092447,7,0.0007,2.84E-05,7
439,927,Contact,431.8933333,432.1777778,0.2844445,-33.36421889,7,0.021333333,4.65E-05,6
439,928,Contact,432.3707937,432.6450794,0.2742857,-9.611768713,7,0.000636364,2.56E-05,5
439,929,Contact,432.8228571,433.0971429,0.2742858,-50.86739179,0,0,0,6
439,930,Contact,433.2212245,433.4730159,0.2517914,-55.23663826,3305,6.5543,0.014563556,10
439,931,Contact,433.6391837,433.9250794,0.2858957,-68.4940716,7,0.02075,2.33E-05,10
439,932,Contact,434.3183673,434.6006349,0.2822676,-30.47050843,7,0.000583333,2.33E-05,5
439,933,Contact,434.727619,435.0628571,0.3352381,0.413227231,3305,4.681142857,0.010082462,9
439,934,Contact,435.2660317,435.575873,0.3098413,-34.04402675,3305,5.041769231,0.016384,8
439,935,Contact,435.6419048,435.9568254,0.3149206,-4.461863145,3305,5.041769231,0.010922667,6
440,936,Pleasure,344.9295238,345.0731973,0.1436735,117.4055604,0,0,0,9
440,937,Pleasure,345.2560544,345.4200454,0.163991,129.7769004,0,0,0,9
440,938,Pleasure,345.5477551,345.7306122,0.1828571,81.61430906,7,0.035571429,4.15E-05,15
440,939,Pleasure,346.4838095,346.6666667,0.1828572,124.6650519,7,0.001,4.27E-05,8
440,940,Pleasure,347.1542857,347.3284354,0.1741497,70.29093417,372,18.71742857,0.021791667,26
440,941,Pleasure,347.5330612,347.6854422,0.152381,89.31395441,7,0.001166667,5.12E-05,11
440,942,Pleasure,347.8639456,348.025034,0.1610884,83.94507635,7,0.001166667,5.12E-05,14
440,943,Pleasure,348.18322,348.3457596,0.1625396,47.42138345,0,0,0,18
440,944,Pleasure,449.5118367,449.6718367,0.16,39.81894175,22,0.003666667,4.68E-05,12
440,945,Pleasure,449.92,450.1159184,0.1959184,21.27124618,7,0.032,7.31E-05,6
440,946,Pleasure,473.330068,473.4897052,0.1596372,151.2541143,29,0.0805,9.80E-05,20
440,947,Pleasure,474.8596825,475.0280272,0.1683447,109.5455575,7,0.001,4.27E-05,10
440,948,Pleasure,479.9085714,480.1131973,0.2046259,98.33659435,7,0.000875,3.66E-05,6
440,949,Pleasure,480.3395918,480.5442177,0.2046259,155.0612953,7,0.032,7.31E-05,8
440,950,Contact,203.7986395,204.0816327,0.2829932,-53.60020542,4293,16.384,0.023831273,10
440,951,Contact,204.2267574,204.5170068,0.2902494,-18.18993763,4300,27.30666667,0.035432364,12
440,952,Contact,204.7738776,205.046712,0.2728344,-87.68675356,4116,11.91563636,0.0262144,8
440,953,Contact,207.2235828,207.5080272,0.2844444,148.2881215,4492,16.384,0.029789727,10
440,954,Contact,207.5936508,207.876644,0.2829932,146.9582008,4485,16.38341667,0.023831273,12
440,955,Contact,208.5289796,208.8054422,0.2764626,-61.09335934,4293,11.92818182,0.0196608,9
440,956,Contact,208.9730612,209.2553288,0.2822676,112.997774,4521,16.38758333,0.029412273,14
440,957,Contact,209.4040816,209.6979592,0.2938776,47.71715109,4300,16.384,0.023831273,10
440,958,Contact,209.8938776,210.1746939,0.2808163,5.781903805,4300,10.92325,0.029789727,9
440,959,Contact,210.2922449,210.5795918,0.2873469,76.31741298,4686,10.58025,0.017873455,9
440,960,Contact,216.5913832,216.8272109,0.2358277,-183.6406307,4293,20.0371,0.021880556,11
440,961,Contact,216.9070295,217.1501134,0.2430839,-98.21674191,4485,19.6615,0.028777222,13
440,962,Contact,217.2146939,217.4911565,0.2764626,-140.5581683,4492,17.87281818,0.0262144,8
440,963,Contact,217.6195918,217.8793651,0.2597733,-98.71003762,4492,11.91627273,0.0262144,10
440,964,Contact,218.0506122,218.3365079,0.2858957,-17.2177415,4492,16.38458333,0.029414909,10
440,965,Contact,218.4163265,218.6906122,0.2742857,-6.220838937,4693,17.87281818,0.0196608,7
440,966,Contact,218.8016327,219.0955102,0.2938775,-104.1292618,4686,16.41291667,0.017873455,8
440,967,Contact,219.2,219.4975057,0.2975057,-138.6374176,4686,16.384,0.011915636,7
440,968,Contact,219.5773243,219.9002268,0.3229025,-124.4528065,4693,10.08246154,0.016384583,6
440,969,Contact,219.9423129,220.2819048,0.3395919,-154.7815261,4903,18.72457143,0.029886923,7
440,970,Contact,220.3428571,220.6802721,0.337415,-103.1124204,4693,18.72407143,0.025206154,6
440,971,Contact,220.7963719,221.137415,0.3410431,-106.5544902,4686,18.69978571,0.025206154,10
440,972,Contact,221.2099773,221.5764172,0.3664399,-55.10423067,4686,13.10813333,0.023405714,8
440,973,Contact,221.6576871,221.9827664,0.3250793,-111.8171029,4693,14.04392857,0.015123692,7
440,974,Contact,222.0495238,222.3629932,0.3134694,-52.24090158,4693,20.16492308,0.027306083,6
440,975,Contact,222.4653061,222.7918367,0.3265306,-83.1598356,4903,14.04292857,0.020164385,5
440,976,Contact,222.8593197,223.1727891,0.3134694,-29.23417298,4693,15.12315385,0.02703125,6
440,977,Contact,223.3121088,223.6335601,0.3214513,-51.98264282,4693,15.12423077,0.021845333,4
440,978,Contact,223.7736054,224.1088435,0.3352381,-77.30966644,4693,14.04392857,0.020164923,5
440,979,Contact,224.2612245,224.5921088,0.3308843,-71.24171295,4693,18.72457143,0.020164385,7
440,980,Contact,224.6639456,224.9839456,0.32,-119.2668873,4693,15.07307692,0.021845333,7
440,981,Contact,225.0884354,225.3757823,0.2873469,-59.51278115,4686,16.384,0.023544364,6
440,982,Contact,225.4541497,225.7886621,0.3345124,-89.25806844,4686,14.04342857,0.020164923,6
440,983,Contact,225.8902494,226.2204082,0.3301588,-64.22516928,4896,14.04392857,0.024953,7
440,984,Contact,226.2987755,226.6521542,0.3533787,-77.6395723,4903,21.84533333,0.023405214,6
440,985,Contact,226.7537415,227.0839002,0.3301587,-82.82671572,4693,18.72407143,0.015123692,7
440,986,Contact,227.1891156,227.537415,0.3482994,-88.82079523,4903,17.47673333,0.027780714,8
440,987,Contact,227.6281179,227.9836735,0.3555556,-110.0031388,4693,13.12966667,0.023429286,8
440,988,Contact,228.092517,228.4495238,0.3570068,-175.198678,4693,21.84626667,0.018725071,8
440,989,Contact,228.5104762,228.8399093,0.3294331,-172.9023242,4903,9.362285714,0.015123692,6
440,990,Contact,228.9284354,229.2897959,0.3613605,-161.7647656,4910,21.84246667,0.027782286,8
440,991,Contact,229.384127,229.7360544,0.3519274,-98.54212127,4693,17.47673333,0.028086857,7
440,992,Contact,229.9283447,230.2947846,0.3664399,-71.15631732,4693,13.10673333,0.014043429,6
440,993,Contact,232.431746,232.7727891,0.3410431,-131.2170158,4693,23.40571429,0.020164923,6
440,994,Contact,232.8526077,233.200907,0.3482993,-164.4770418,4693,21.84533333,0.028086357,6
440,995,Contact,233.2647619,233.6217687,0.3570068,-168.8431264,4693,17.47673333,0.0230705,5
440,996,Contact,233.6943311,234.0752834,0.3809523,-73.14598874,4693,12.2893125,0.0218458,7
440,997,Contact,234.155102,234.5179138,0.3628118,-94.66514099,4492,17.4758,0.014043429,6
440,998,Contact,234.6013605,234.9714286,0.3700681,-135.9763508,4686,17.4758,0.014043929,6
440,999,Contact,235.047619,235.3922902,0.3446712,-42.55886588,4693,14.04292857,0.025206154,5
